id,question,ground_truth,edurag_ans,edurag_time,baseline_ans,baseline_time
122,Đại hội đại biểu toàn quốc lần thứ V của Đảng (3-1982) xác định hai nhiệm vụ chiến lược của cách mạng Việt Nam là gì?,Xây dựng thành công chủ nghĩa xã hội và bảo vệ vững chắc Tổ quốc Việt Nam xã hội chủ nghĩa.,"đại hội đại biểu toàn quốc lần thứ v của đảng (3-1982) xác định hai nhiệm vụ chiến lược của cách mạng việt nam là:

*   **xây dựng chủ nghĩa xã hội:** đây là nhiệm vụ chiến lược tổng quát, bao gồm việc phát triển kinh tế, văn hóa, xã hội, tăng cường nhà nước xã hội chủ nghĩa.
*   **bảo vệ tổ quốc:** nhiệm vụ này nhằm giữ vững độc lập, chủ quyền, toàn vẹn lãnh thổ của đất nước [lsd_chunk_00338].

đại hội v cũng khẳng định nước ta đang ở chặng đường đầu tiên của thời kỳ quá độ lên chủ nghĩa xã hội, một chặng đường khó khăn, phức tạp và lâu dài [lsd_chunk_00193].",5.69,Hai nhiệm vụ chiến lược là: **xây dựng chủ nghĩa xã hội** và **bảo vệ vững chắc Tổ quốc Việt Nam xã hội chủ nghĩa**.,0.89
123,"Phạm trù nào chỉ sự tác động lẫn nhau giữa các mặt trong một sự vật hoặc giữa các sự vật với nhau, gây ra một biến đổi nhất định nào đó?",Nguyên nhân.,"nguyên nhân là phạm trù chỉ sự tác động lẫn nhau giữa các mặt trong một sự vật hoặc giữa các sự vật với nhau, gây ra một biến đổi nhất định nào đó. [triethoc_chunk_00184]",4.94,**Quan hệ.**,0.58
124,Điểm cốt lõi của tư tưởng Hồ Chí Minh về cách mạng Việt Nam là gì?,"Bài học về sự kết hợp chặt chẽ nhuần nhuyễn đấu tranh giai cấp và đấu tranh dân tộc, giải phóng dân tộc và giải phóng xã hội.","điểm cốt lõi của tư tưởng hồ chí minh về cách mạng việt nam là **độc lập dân tộc gắn liền với chủ nghĩa xã hội**. [tt_hcm_chunk_00170]

cụ thể hơn, tư tưởng này thể hiện ở các khía cạnh sau:

*   **độc lập dân tộc là mục tiêu trước hết và trên hết:** hồ chí minh khẳng định ""không có gì quý hơn độc lập tự do"" và cách mạng giải phóng dân tộc phải được đặt lên hàng đầu. [tt_hcm_chunk_00042, tt_hcm_chunk_00025]
*   **độc lập dân tộc phải gắn liền với tự do, cơm no, áo ấm và hạnh phúc của nhân dân:** độc lập không chỉ là sự giải phóng khỏi ách ngoại xâm mà còn là việc đảm bảo quyền tự do, dân chủ và nâng cao đời sống vật chất, tinh thần cho nhân dân. [tt_hcm_chunk_00055]
*   **con đường cách mạng là con đường cách mạng vô sản:** hồ chí minh đã tìm thấy ở chủ nghĩa mác-lênin con đường cứu nước đúng đắn, phù hợp với xu thế thời đại và điều kiện cụ thể của việt nam, nhấn mạnh vai trò lãnh đạo của đảng cộng sản. [tt_hcm_chunk_00036, tt_hcm_chunk_00030, tt_hcm_chunk_00098]
*   **đại đoàn kết toàn dân tộc là nhân tố quyết định thắng lợi:** hồ chí minh coi đại đoàn kết là sức mạnh vô địch, là chiến lược lâu dài và nhất quán của cách mạng việt nam, tập hợp mọi tầng lớp, giai cấp, dân tộc, tôn giáo vì mục tiêu chung. [tt_hcm_chunk_00135, tt_hcm_chunk_00160]
*   **xây dựng chủ nghĩa xã hội là mục tiêu cuối cùng:** sau khi giành được độc lập dân tộc, cách mạng việt nam tiếp tục hướng tới mục tiêu xây dựng một xã hội mới tốt đẹp, công bằng, văn minh, nơi con người được giải phóng hoàn toàn. [tt_hcm_chunk_00009, tt_hcm_chunk_00045]

tóm lại, điểm cốt lõi trong tư tưởng hồ chí minh về cách mạng việt nam là sự kết hợp chặt chẽ giữa mục tiêu giải phóng dân tộc với mục tiêu xây dựng chủ nghĩa xã hội, đặt dưới sự lãnh đạo của đảng và dựa trên sức mạnh của khối đại đoàn kết toàn dân tộc.",7.28,"Điểm cốt lõi của tư tưởng Hồ Chí Minh về cách mạng Việt Nam là **giải phóng dân tộc gắn liền với giải phóng giai cấp**, thực hiện độc lập dân tộc và chủ nghĩa xã hội.",0.9
125,"Mục đích cuối cùng của việc điều hòa mâu thuẫn trong triết học Trung Hoa cổ, trung đại là gì?",Đạt sự hài hòa thống nhất giữa tự nhiên và xã hội.,"trong triết học trung hoa cổ, trung đại, mục đích cuối cùng của việc điều hòa mâu thuẫn là **nhấn mạnh sự hài hoà thống nhất giữa tự nhiên và xã hội** [triethoc_chunk_00026]. các nhà triết học thời tiền tần, khi khảo cứu các vận động của tự nhiên, xã hội và nhân sinh, đều nhấn mạnh sự hài hòa thống nhất giữa các mặt đối lập, coi trọng tính đồng nhất của các mối liên hệ tương hỗ của các khái niệm, và coi việc điều hòa mâu thuẫn là mục tiêu cuối cùng để giải quyết vấn đề [triethoc_chunk_00026]. các trường phái như nho gia, đạo gia, phật giáo đều phản đối cái ""thái quá"" và cái ""bất cập"" [triethoc_chunk_00026].",7.85,"Mục đích cuối cùng là đạt được sự hài hòa xã hội, ổn định đất nước và cá nhân an lạc.",0.9
126,Mặt nào là đặc trưng bản chất để phân biệt con người với loài vật?,Mặt xã hội.,"mặt xã hội là đặc trưng bản chất để phân biệt con người với loài vật. mặt sinh học là cơ sở tự nhiên tất yếu của con người, nhưng chính mặt xã hội mới tạo nên sự khác biệt căn bản so với thế giới loài vật [triethoc_chunk_00380]. cụ thể, con người không chỉ là sản phẩm của tự nhiên mà còn là chủ thể của lịch sử - xã hội, có khả năng ý thức và cải tạo thế giới thông qua hoạt động thực tiễn, đặc biệt là lao động sản xuất [triethoc_chunk_00382]. bản chất con người được c. mác khẳng định là ""tổng hoà những quan hệ xã hội"" [triethoc_chunk_00381].",6.42,"Khả năng tư duy trừu tượng, ý thức và ngôn ngữ phức tạp.",1.41
127,Một trong những bài học lớn nhất của cách mạng Việt Nam là gì (theo Đại hội X)?,Trong quá trình đổi mới phải kiên định mục tiêu độc lập dân tộc và chủ nghĩa xã hội trên nền tảng chủ nghĩa Mác-Lênin và tư tưởng Hồ Chí Minh.,"dựa trên các tài liệu được cung cấp, đại hội x của đảng xác định một trong những bài học lớn nhất của cách mạng việt nam là:

*   **kiên trì mục tiêu độc lập dân tộc và chủ nghĩa xã hội trên nền tảng chủ nghĩa mác-lênin và tư tưởng hồ chí minh.** [lsd_chunk_00242]

ngoài ra, đại hội x còn nhấn mạnh các bài học khác như đổi mới toàn diện, có kế thừa, có bước đi phù hợp; đổi mới vì lợi ích của nhân dân, dựa vào nhân dân; phát huy nội lực kết hợp ngoại lực; và nâng cao năng lực lãnh đạo, sức chiến đấu của đảng. [lsd_chunk_00242]",7.96,"Theo Đại hội X, một trong những bài học lớn nhất của cách mạng Việt Nam là **độc lập dân tộc gắn liền với chủ nghĩa xã hội**.",0.71
128,"Theo Hồ Chí Minh, người ta chỉ có thể trở thành người cộng sản khi nào?",Khi biết làm giàu trí óc của mình bằng sự hiểu biết tất cả những kho tàng tri thức mà nhân loại đã tạo ra.,"theo tư tưởng hồ chí minh, người ta chỉ có thể trở thành người cộng sản khi họ biết làm giàu trí óc của mình bằng sự hiểu biết tất cả những kho tàng tri thức mà nhân loại đã tạo ra [tt_hcm_chunk_00030]. điều này có nghĩa là, để trở thành người cộng sản, một người cần có sự hiểu biết sâu sắc về tri thức của nhân loại, từ đó có thể vận dụng sáng tạo vào thực tiễn cách mạng [tt_hcm_chunk_00030].",6.13,"Theo Hồ Chí Minh, người ta chỉ có thể trở thành người cộng sản khi ""**có tư tưởng, đạo đức cộng sản**"".",1.0
129,Tính tất yếu của mối liên hệ nhân quả trên thực tế phải được hiểu là gì?,Nguyên nhân tác động trong những điều kiện và hoàn cảnh càng ít khác nhau bao nhiêu thì kết quả do chúng gây ra càng giống nhau bấy nhiêu.,"tính tất yếu của mối liên hệ nhân quả được hiểu là mối liên hệ khách quan, phổ biến, có tính quy luật, là sự ràng buộc và quy định lẫn nhau giữa các sự vật, hiện tượng, trong đó một sự vật, hiện tượng này là nguyên nhân sinh ra sự vật, hiện tượng kia [triethoc_chunk_00185].

-   **tính khách quan:** mối liên hệ nhân quả tồn tại sẵn có trong bản thân sự vật, hiện tượng, không phụ thuộc vào ý thức của con người. dù con người có biết hay không biết, các sự vật vẫn tác động lẫn nhau và gây ra những biến đổi nhất định [triethoc_chunk_00185].
-   **tính phổ biến:** mọi sự vật, hiện tượng trong tự nhiên, xã hội đều có nguyên nhân sinh ra chúng. không có hiện tượng nào tồn tại mà không có nguyên nhân, chỉ có điều là con người đã nhận thức được nguyên nhân đó hay chưa [triethoc_chunk_00185].
-   **tính tất yếu:** cùng một nguyên nhân, trong những điều kiện giống nhau, sẽ gây ra kết quả giống nhau. tuy nhiên, trong thực tế, các điều kiện thường không hoàn toàn giống nhau, nên kết quả do chúng gây ra có thể khác nhau tùy mức độ tương đồng của điều kiện [triethoc_chunk_00185].",11.45,"Tính tất yếu của mối liên hệ nhân quả trên thực tế phải được hiểu là **mối liên hệ khách quan, phổ biến và bắt buộc giữa các sự vật, hiện tượng, trong đó sự tồn tại của sự vật, hiện tượng này là điều kiện để sự vật, hiện tượng khác ra đời và tồn tại.**",1.17
130,Thắng lợi của cuộc Tổng tuyển cử bầu Quốc hội chung của nước Việt Nam thống nhất (25-4-1976) thể hiện ý chí gì của nhân dân?,Thể hiện ý chí đoàn kết toàn dân tộc quyết tâm thực hiện Di chúc thiêng liêng của Chủ tịch Hồ Chí Minh.,"thắng lợi của cuộc tổng tuyển cử bầu quốc hội chung của nước việt nam thống nhất ngày 25 tháng 4 năm 1976 thể hiện ý chí đoàn kết toàn dân tộc quyết tâm thực hiện di chúc thiêng liêng của chủ tịch hồ chí minh. [lsd_chunk_00184] cụ thể, ý chí này bao gồm: quyết tâm hoàn toàn thắng lợi dù gặp khó khăn gian khổ, buộc đế quốc mỹ phải rút khỏi việt nam, đất nước việt nam nhất định sẽ thống nhất, và đồng bào hai miền nam – bắc sẽ sum họp một nhà. [lsd_chunk_00184]",6.33,"Cuộc Tổng tuyển cử thể hiện ý chí **thống nhất đất nước và xây dựng một quốc gia độc lập, thống nhất, dân chủ, giàu mạnh**.",1.06
131,Mục tiêu và con đường phát triển của dân tộc Việt Nam là gì (theo TTHCM)?,Độc lập dân tộc gắn liền với chủ nghĩa xã hội.,"mục tiêu và con đường phát triển của dân tộc việt nam theo tư tưởng hồ chí minh được xác định rõ ràng và gắn liền với nhau.

-   **mục tiêu:**
    *   **độc lập dân tộc và chủ nghĩa xã hội:** đây là mục tiêu bao trùm và xuyên suốt trong tư tưởng hồ chí minh. độc lập dân tộc phải gắn liền với tự do, cơm no, áo ấm và hạnh phúc cho nhân dân [tt_hcm_chunk_00055]. mục tiêu cuối cùng là giải phóng con người khỏi mọi áp bức, bóc lột, xây dựng một xã hội cộng sản nơi con người làm chủ và sống trong tự do thật sự [tt_hcm_chunk_00009].
    *   **xây dựng nền kinh tế phát triển cao:** bao gồm công nghiệp và nông nghiệp hiện đại, khoa học kỹ thuật tiên tiến, dựa trên chế độ sở hữu toàn dân và tập thể [tt_hcm_chunk_00078].
    *   **xây dựng chế độ dân chủ:** ""nhân dân làm chủ"", ""nước ta là nước dân chủ, địa vị cao nhất là dân, vì dân là chủ"" [tt_hcm_chunk_00078].
    *   **xây dựng nền văn hóa mang tính dân tộc, khoa học, đại chúng:** tiếp thu tinh hoa văn hóa nhân loại [tt_hcm_chunk_00078].

-   **con đường phát triển:**
    *   **cách mạng giải phóng dân tộc:** là mục tiêu đầu tiên, là tiền đề cho mục tiêu chủ nghĩa xã hội [tt_hcm_chunk_00088]. cách mạng này mang tính định hướng xã hội chủ nghĩa ngay từ đầu [tt_hcm_chunk_00088].
    *   **đại đoàn kết toàn dân tộc:** là nguyên tắc chiến lược quyết định thắng lợi của cách mạng việt nam [tt_hcm_chunk_00025]. khối đại đoàn kết này được xây dựng trên nền tảng liên minh công nhân - nông dân - trí thức và đặt dưới sự lãnh đạo của đảng [tt_hcm_chunk_00141].
    *   **sự lãnh đạo của đảng cộng sản việt nam:** đảng là ""người cầm lái"" cho con thuyền cách mạng, đảm bảo sự vững chắc và thành công của cách mạng [tt_hcm_chunk_00097].
    *   **kế thừa và phát triển tinh hoa văn hóa nhân loại:** giữ gìn bản sắc văn hóa dân tộc đồng thời tiếp thu những giá trị tốt đẹp của văn hóa thế giới để xây dựng nền văn hóa việt nam tiên tiến, đậm đà bản sắc dân tộc [tt_hcm_chunk_00168, tt_hcm_chunk_00169].
    *   **vận dụng sáng tạo chủ nghĩa mác-lênin:** kết hợp chủ nghĩa mác-lênin với phong trào công nhân và phong trào yêu nước của việt nam [tt_hcm_chunk_00098].",21.24,"Theo tư tưởng Hồ Chí Minh, mục tiêu phát triển của dân tộc Việt Nam là **độc lập dân tộc gắn liền với chủ nghĩa xã hội**.

Con đường phát triển là: **Cách mạng giải phóng dân tộc, sau đó tiến lên xây dựng chủ nghĩa xã hội.**",3.76
132,Hồ Chí Minh đã khẳng định điều gì về thắng lợi của cách mạng Việt Nam?,Thắng lợi đó trước hết là nhờ cái vũ khí không gì thay thế được là chủ nghĩa Mác - Lênin.,"hồ chí minh đã khẳng định rằng **khi làm đúng với tư tưởng của người thì cách mạng việt nam sẽ thắng lợi, còn khi xa rời hoặc làm sai với tư tưởng đó thì cách mạng sẽ bị tổn thất hoặc thất bại** [tt_hcm_chunk_00048]. tư tưởng hồ chí minh đóng vai trò là ánh sáng soi đường và kim chỉ nam cho hành động của đảng và nhân dân ta trên con đường cách mạng [tt_hcm_chunk_00048].",5.04,"Hồ Chí Minh khẳng định thắng lợi của cách mạng Việt Nam là do **sự lãnh đạo sáng suốt của Đảng Cộng sản Việt Nam, sự đoàn kết toàn dân tộc và sự ủng hộ của nhân dân thế giới.**",0.92
133,Lực lượng sản xuất và quan hệ sản xuất biểu hiện những quan hệ nào của con người trong sản xuất?,Lực lượng sản xuất biểu hiện quan hệ giữa người với tự nhiên; Quan hệ sản xuất biểu hiện quan hệ giữa người với người.,"lực lượng sản xuất và quan hệ sản xuất biểu hiện hai loại quan hệ cơ bản của con người trong quá trình sản xuất:

*   **quan hệ giữa con người với tự nhiên:** quan hệ này được biểu hiện thông qua lực lượng sản xuất. lực lượng sản xuất là năng lực thực tiễn của con người trong việc cải biến giới tự nhiên để đáp ứng nhu cầu của mình, bao gồm sức lao động của con người và tư liệu sản xuất (công cụ lao động, đối tượng lao động). [triethoc_chunk_00273]
*   **quan hệ giữa người với người:** quan hệ này được biểu hiện thông qua quan hệ sản xuất. quan hệ sản xuất là các mối quan hệ giữa người với người trong quá trình sản xuất và tái sản xuất xã hội, bao gồm quan hệ về sở hữu đối với tư liệu sản xuất, quan hệ trong tổ chức và quản lý sản xuất, và quan hệ trong phân phối sản phẩm. [triethoc_chunk_00275]

tóm lại, lực lượng sản xuất thể hiện mối quan hệ giữa con người và tự nhiên, còn quan hệ sản xuất thể hiện mối quan hệ giữa người với người trong quá trình sản xuất. [triethoc_chunk_00272]",6.09,"Lực lượng sản xuất biểu hiện quan hệ **người - tự nhiên** (khai thác, chế biến tài nguyên), còn quan hệ sản xuất biểu hiện quan hệ **người - người** (sở hữu, tổ chức, quản lý trong sản xuất).",1.05
134,"Theo Hồ Chí Minh, “Đạo đức cũ” và “Đạo đức mới” khác nhau như thế nào?","Đạo đức cũ như người đầu ngược xuống đất chân chổng lên trời. Đạo đức mới như người hai chân đứng vững được dưới đất, đầu ngửng lên trời.","theo tư tưởng hồ chí minh, ""đạo đức cũ"" và ""đạo đức mới"" có sự khác biệt căn bản về đối tượng và phạm vi áp dụng.

*   **đạo đức cũ:** xưa kia, đạo đức chủ yếu xoay quanh mối quan hệ ""trung với vua, hiếu với cha mẹ"" [tt_hcm_chunk_00179].
*   **đạo đức mới:** trong thời đại mới, đạo đức được mở rộng và nâng lên một tầm cao mới với nội dung ""trung với nước, hiếu với dân"" [tt_hcm_chunk_00179]. điều này thể hiện sự cách mạng hóa trong lĩnh vực đạo đức, nơi mà quyền lợi và nghĩa vụ của nhân dân được đặt lên hàng đầu, trái ngược với đạo đức cũ chỉ phục vụ cho tầng lớp thống trị. hồ chí minh ví von ""đạo đức cũ như người đầu ngược xuống đất chân chổng lên trời. đạo đức mới như người hai chân đứng vững được dưới đất, đầu ngửng lên trời"" [tt_hcm_chunk_00179].",6.38,"Theo Hồ Chí Minh, ""đạo đức cũ"" là đạo đức phong kiến, tư sản, đề cao cá nhân, vị kỷ, còn ""đạo đức mới"" là đạo đức cách mạng, đề cao tập thể, hy sinh, vị tha, gắn liền với lợi ích của nhân dân và Tổ quốc.",1.16
135,Thực chất của việc mô hình hóa đối tượng trong tư duy dưới dạng hình ảnh tinh thần là gì?,Quá trình 'sáng tạo lại' hiện thực của ý thức theo nghĩa: mã hóa các đối tượng vật chất thành các ý tưởng tinh thần phi vật chất.,"thực chất của việc mô hình hóa đối tượng trong tư duy dưới dạng hình ảnh tinh thần là quá trình ""sáng tạo lại"" hiện thực của ý thức, theo đó, các đối tượng vật chất được mã hóa thành các ý tưởng tinh thần phi vật chất. [triethoc_chunk_00153]",6.32,"Thực chất của việc mô hình hóa đối tượng trong tư duy dưới dạng hình ảnh tinh thần là **tái tạo lại các đặc điểm chính của đối tượng (hình dạng, kích thước, màu sắc, vị trí, mối quan hệ) trong tâm trí, cho phép chúng ta nhận thức, thao tác và suy nghĩ về chúng ngay cả khi không có chúng ở đó.**",1.14
136,Mặt sinh học và mặt xã hội trong mỗi con người có mối quan hệ như thế nào?,"Thống nhất, trong đó mặt sinh học là cơ sở tất yếu tự nhiên, còn mặt xã hội là đặc trưng bản chất.","mặt sinh học và mặt xã hội trong mỗi con người có mối quan hệ thống nhất và biện chứng với nhau. mặt sinh học là cơ sở tự nhiên tất yếu cho sự tồn tại của con người, trong khi mặt xã hội là đặc trưng bản chất giúp phân biệt con người với các loài vật. nhu cầu sinh học cần được ""nhân hóa"" để mang giá trị văn minh, và ngược lại, nhu cầu xã hội không thể tách rời khỏi tiền đề của nhu cầu sinh học. [triethoc_chunk_00380]",4.84,"Mặt sinh học và mặt xã hội là hai khía cạnh **không thể tách rời và tương tác chặt chẽ** trong mỗi con người. Mặt sinh học cung cấp nền tảng vật chất (gen, cấu trúc não, hormone...) định hình khả năng, xu hướng và giới hạn của chúng ta, trong khi mặt xã hội (môi trường, văn hóa, giáo dục, mối quan hệ...) tác động, định hình và phát triển các tiềm năng sinh học đó, đồng thời tạo ra bản sắc và hành vi của mỗi cá nhân.",1.11
137,Mặt nào của vấn đề cơ bản của triết học là cơ sở để phân biệt chủ nghĩa duy vật và chủ nghĩa duy tâm?,"Mặt thứ nhất: Giữa ý thức và vật chất thì cái nào có trước, cái nào có sau, cái nào quyết định cái nào?",mặt **vật chất** của vấn đề cơ bản của triết học là cơ sở để phân biệt chủ nghĩa duy vật và chủ nghĩa duy tâm. [triethoc_chunk_00008],4.73,Mặt **tồn tại** của vấn đề cơ bản của triết học là cơ sở để phân biệt chủ nghĩa duy vật và chủ nghĩa duy tâm.,0.73
138,"Theo Lênin, Nhà nước được sinh ra như thế nào?",Nhà nước như là sản phẩm của sự phân chia xã hội thành giai cấp.,"theo v.i. lênin, nhà nước ra đời do sự xuất hiện của những mâu thuẫn giai cấp không thể điều hòa được. khi mâu thuẫn giai cấp trở nên gay gắt, một cơ quan quyền lực đặc biệt đã ra đời để giải quyết mâu thuẫn đó, đó chính là nhà nước [triethoc_chunk_00317]. nhà nước đầu tiên trong lịch sử là nhà nước chiếm hữu nô lệ, sau đó là nhà nước phong kiến và nhà nước tư sản [triethoc_chunk_00317, triethoc_chunk_00327].",4.95,"Theo Lênin, Nhà nước sinh ra từ **mâu thuẫn giai cấp không thể hòa giải**, là công cụ của giai cấp thống trị để đàn áp giai cấp bị trị.",0.71
139,"Theo Hồ Chí Minh, vì lợi ích lâu dài thì phải làm gì?",Phải 'trồng người'.,"theo hồ chí minh, vì lợi ích lâu dài thì phải ""yêu dân, phải đặt quyền lợi của dân trên hết thảy"" và phải có tinh thần ""chí công vô tư"". [tt_hcm_chunk_00117]",4.72,"Theo Hồ Chí Minh, vì lợi ích lâu dài thì phải **chống tham ô, lãng phí, quan liêu**.",0.62
140,"Khái niệm nào được coi là hệ thống các quan điểm chỉ đạo việc tìm tòi, xây dựng, lựa chọn và vận dụng các phương pháp?",Phương pháp luận.,"**phương pháp luận** được coi là hệ thống các quan điểm chỉ đạo việc tìm tòi, xây dựng, lựa chọn và vận dụng các phương pháp [triethoc_chunk_00016].",5.98,Khái niệm đó là **phương pháp luận**.,0.76
141,"Nguyên tắc cơ bản trong tổ chức, sinh hoạt và hoạt động của Đảng là gì theo Hội nghị Trung ương 6 lần 2 khóa VIII?",Tập trung dân chủ.,"nguyên tắc cơ bản trong tổ chức, sinh hoạt và hoạt động của đảng là **tập trung dân chủ** [lsd_chunk_00226].",5.08,Nguyên tắc cơ bản là **tập trung dân chủ**.,0.76
142,"Theo Hồ Chí Minh, lý luận chân chính là lý luận được đúc kết từ đâu?","Lý luận do kinh nghiệm cách mạng ở các nước và trong nước ta, do kinh nghiệm từ trước và kinh nghiệm hiện nay gom góp phân tích và kết luận những kinh nghiệm đó thành ra lý luận.","theo hồ chí minh, lý luận chân chính là lý luận được đúc kết từ thực tiễn, sau đó đem thực tế trong lịch sử, kinh nghiệm và các cuộc tranh đấu để xem xét, so sánh kỹ lưỡng, làm thành kết luận rồi lại dùng thực tế để chứng minh. lý luận này có vai trò như kim chỉ nam, định hướng cho hành động thực tế. [tt_hcm_chunk_00010]",5.37,"Theo Hồ Chí Minh, lý luận chân chính là lý luận được đúc kết từ **thực tiễn**.",0.63
143,"Trong quá trình phát triển của sự vật, sự chuyển hóa từ cái chung thành cái đơn nhất là biểu hiện của quá trình nào?","Quá trình cái cũ, cái lỗi thời bị phủ định.","trong quá trình phát triển của sự vật, sự chuyển hóa từ cái đơn nhất thành cái chung là biểu hiện của quá trình cái mới ra đời thay thế cái cũ [triethoc_chunk_00182]. ngược lại, sự chuyển hóa từ cái chung thành cái đơn nhất là biểu hiện của quá trình cái cũ, cái lỗi thời bị phủ định [triethoc_chunk_00182].",5.7,Sự chuyển hóa từ cái chung thành cái đơn nhất là biểu hiện của quá trình **chuyển hóa từ trừu tượng đến cụ thể**.,0.85
144,Mâu thuẫn chủ yếu là gì?,"Mâu thuẫn nổi lên hàng đầu ở một giai đoạn phát triển nhất định của sự vật, nó chi phối các mâu thuẫn khác trong giai đoạn đó.","dựa trên các đoạn context được cung cấp, mâu thuẫn chính yếu là mâu thuẫn nổi lên hàng đầu ở một giai đoạn phát triển nhất định của sự vật, nó chi phối các mâu thuẫn khác trong giai đoạn đó. giải quyết được mâu thuẫn chủ yếu là điều kiện để sự vật chuyển sang giai đoạn phát triển mới [triethoc_chunk_00231].",5.21,"Mâu thuẫn chủ yếu là sự bất đồng, xung đột hoặc trái ngược giữa hai hay nhiều yếu tố, quan điểm, lợi ích, hoặc lực lượng.",0.64
145,"Theo Phơrớt, ""Cái tôi"" hoạt động theo nhu cầu nào?","Theo nhu cầu của thế giới bên ngoài, điều tiết sự xung đột giữa ""cái ấy"" và thế giới bên ngoài.","đáp án đúng là **a. nguyên tắc khoái cảm**.

giải thích: theo sigmund freud, ""cái ấy"" (id) hoạt động theo nguyên tắc khoái cảm, tìm kiếm sự thỏa mãn tức thì cho các bản năng và ham muốn mà không bị ràng buộc bởi lý trí hay thực tế. ""cái tôi"" (ego) hoạt động theo nguyên tắc hiện thực, cân bằng giữa ""cái ấy"" và thế giới bên ngoài, còn ""cái siêu tôi"" (superego) đại diện cho các chuẩn mực đạo đức và xã hội. [triethoc_chunk_00121], [triethoc_chunk_00122].",5.64,"Theo Phơrớt, ""Cái tôi"" hoạt động theo **nguyên tắc thực tế**.",0.99
146,"Theo Hồ Chí Minh, lý luận như cái gì?","Lý luận như cái tên (hoặc viên đạn), thực hành cũng như cái đích để bắn.","theo hồ chí minh, lý luận giống như **cái kim chỉ nam**, nó chỉ phương hướng cho chúng ta trong công việc thực tế. [tt_hcm_chunk_00010]",6.05,"Theo Hồ Chí Minh, lý luận là kim chỉ nam cho hành động.",0.89
147,Thắng lợi của công cuộc bầu cử Quốc hội chung của nước Việt Nam thống nhất diễn ra vào thời gian nào?,Ngày 25-4-1976.,thắng lợi của công cuộc bầu cử quốc hội chung của nước việt nam thống nhất diễn ra vào ngày **25-4-1976** [lsd_chunk_00183].,5.07,Thắng lợi của công cuộc bầu cử Quốc hội chung của nước Việt Nam thống nhất diễn ra vào ngày **6 tháng 1 năm 1946**.,0.57
148,"Phạm trù nào chỉ phương thức tồn tại và phát triển của sự vật, là hệ thống các mối liên hệ tương đối bền vững giữa các yếu tố của sự vật đó?",Hình thức.,"**nội dung:**
phạm trù ""hình thức"" trong triết học duy vật biện chứng chỉ phương thức tồn tại và phát triển của sự vật, là hệ thống các mối liên hệ tương đối bền vững giữa các yếu tố của sự vật đó. ngược lại, phạm trù ""nội dung"" chỉ tổng hợp tất cả các mặt, các yếu tố, các quá trình tạo nên sự vật.

- **hình thức:**
    + là phương thức tồn tại và phát triển của sự vật [triethoc_chunk_00196].
    + là hệ thống các mối liên hệ tương đối bền vững giữa các yếu tố của sự vật [triethoc_chunk_00196].
    + phép biện chứng duy vật chú trọng đến hình thức bên trong của sự vật, tức là cơ cấu bên trong của nội dung [triethoc_chunk_00196].

**tóm lại:**
phạm trù ""hình thức"" mô tả cách thức mà một sự vật tồn tại và phát triển, bao gồm các mối liên hệ ổn định giữa các yếu tố cấu thành nó.",6.15,"Phạm trù **kết cấu** chỉ phương thức tồn tại và phát triển của sự vật, là hệ thống các mối liên hệ tương đối bền vững giữa các yếu tố của sự vật đó.",0.88
149,Quan điểm của Chủ nghĩa duy vật biện chứng về chân lý là gì?,Chân lý là tri thức phù hợp với hiện thực khách quan và được thực tiễn kiểm nghiệm.,"quan điểm của chủ nghĩa duy vật biện chứng về chân lý là chân lý là những tri thức phù hợp với hiện thực khách quan và được thực tiễn kiểm nghiệm. chân lý là sản phẩm của quá trình nhận thức, được hình thành, phát triển dần dần từng bước và phụ thuộc vào điều kiện lịch sử cụ thể, hoạt động thực tiễn và nhận thức của con người [triethoc_chunk_00260].",5.48,"Chủ nghĩa duy vật biện chứng coi chân lý là **sự phản ánh trung thực, đúng đắn, mang tính khách quan về hiện thực bởi tư duy của con người**.",0.88
150,Các hình thức cơ bản của bước nhảy được quyết định bởi những yếu tố nào?,Bản thân sự vật và những điều kiện cụ thể trong đó sự vật thực hiện bước nhảy.,"các hình thức cơ bản của bước nhảy được quyết định bởi tính chất và quy luật vận động của sự vật, cũng như mức độ thay đổi của nội dung và hình thức.",3.57,Các hình thức cơ bản của bước nhảy được quyết định bởi **nhịp điệu (rhythm)** và **độ lớn (amplitude)** của chuyển động.,0.63
151,Yếu tố nào được coi là nhân tố quyết định sự thành bại của cách mạng và là khâu then chốt trong công tác xây dựng Đảng?,Cán bộ.,**nhân tố quyết định sự thành bại của cách mạng và là khâu then chốt trong công tác xây dựng đảng là đội ngũ cán bộ.** [lsd_chunk_00322],5.38,"Nhân tố quyết định sự thành bại của cách mạng và khâu then chốt trong công tác xây dựng Đảng là **sự đoàn kết, thống nhất trong Đảng và sự gắn bó mật thiết của Đảng với nhân dân**.",0.96
